yo,en
Mo gbọ́ pé ilé-ìtajà ìyàwó o Àjìmọ̀bí tún jóná n’Íbàdàn,I heard that Ajimobi's wife's shop was also burnt in Ibadan
Ìyàwó òṣèré yìí náà ti bímọ lẹ́yìn ọdún méje tí wọ́n ti ń wá ọmọ.,The actor's wife has given birth after seven years of trying to have a child.
Àwọn agbóhùnsáfẹ́fẹ́ ní orílẹ̀-èdè e Nàìjíríà ṣèdásílẹ̀ ẹgbẹ́ tuntun.,Broadcasters in Nigeria have formed a new group.
Ẹ̀wọ́n dé f'áwọn tó ń fi ẹ̀yà ara èèyán ṣowó tàbí ṣoògùn owó.,Jail is given to those who sell human organs or medicine for money.
Ẹ má fùn-ún ẹnikẹ́ni lówó láti gbàwé àṣẹ ìjọba.,Don't give money to anyone to obey the government's orders.
"Iǹkan tí Ìgbòho ń ṣe tẹ́ wa lọ́rùn, ṣùgbọ́n ó gbọdọ̀ kíyèsíi.","We are satisfied with what Igbho is doing, but it must be noticed."
Ó jẹ́ ìránṣẹ́ àwọn olóṣèlú tó di gbajúmọ̀ oníṣòwò àti ajìjàgbara.,He was a servant of politicians who became a famous businessman and a powerful man.
Ọ̀gá ilé-iṣẹ́ àwọn fàyàwọ́ tó kówó ìlú jẹ ti kú o!,The boss of the company that brought the city to eat is dead!
Bílíọ̀nù mẹ́jọ náírà la tọ́jú nínú owó àwọn òṣìṣẹ́-fẹ̀yìntì.,We saved eight billion naira in pension funds.
Ìdíje ‘Ìyálọ́jà' fẹ́ẹ́ wáyé láàrin àwọn ọmọ ilé ìwé e Èkó.,The 'Rescue' competition is about to take place among the students of Eko school.
"Ohun tó pa èmi àti Olúwòó pọ̀ rèé, kí gbogbo ayé wá gbọ́.","What brought me and Oluwoo together, let the whole world hear."
Kò sẹ́ni tó kójú òṣùwọ̀n láti di ààrẹ lẹ́yìn Aṣíwájú.,No one is up to the task of becoming president after Assywt.
Aláàfin ti ránṣé pe ọ̀gá àgbà ilé iṣẹ́ ńlá náà.,Alafin has sent for the head of the big company.
"Àwòrán àwọn tórí kó yọ, tí wọ́n ń gbàtọ́jú lọ́wọ́ ní ilé e ìwòsàn.","Picture of the survivors, who are being cared for in the hospital."
Sanwó-Olú fẹ́ gbàlejò àyájọ́ ọjọ́ ààbò àti ìlera lágbàáyé,Sanwó-Olu wants to host the World Health and Safety Day
"Ojú ti rí nídìí iṣẹ́ orin wákà, ṣùgbọ́n Ọlọ́run Ọba ti gbé wa lékè.","It's hard to do music, but God the King has lifted us up."
Àjọ tó ń Mójútó Iwà Ìrúfin tó jẹ mọ́ Owó fẹ́ gbógun ti Aṣíwájú.,The Financial Crimes Commission wants to fight against foreigners.
Kò sí àsọtẹ́lẹ̀ tẹ́nìkan tún le sọ nípa Aṣíwájú mọ.,No other prophecy can be said about Ashyuw anymore.
Ògèdèǹgbé ni Ọlọ́run ti yàn-án láti gba Nàìjíríà sílẹ̀.,Ogedengbe was chosen by God to save Nigeria.
Ààrẹ tuntun fagilé òfin tó de àwọn ọmọ Nàìjíríà láti wá s’Ámẹ́ríkà.,The new president revoked the law that allowed Nigerians to come to America.
"Abíóyè, igbákejì Oyèdépò ṣẹ̀yẹ ìkẹyìn fún bàbá ẹ̀.","Abioye, Oyedepo's deputy is the last victory for his father."
Ìjọba kò fẹ́ k'áwa ẹlẹ́sìn mẹ́tẹ̀ẹ̀ta ṣọ̀rẹ́ ara wa.,The government does not want to consider the three religions as friends.
Àwa oníṣẹ̀ṣe ń gbìyànjú lóríi ìbáṣepọ̀ àlàáfíà ní orílẹ̀-èdè yìí.,We workers are trying for peaceful relations in this country.
Àrẹ̀mú ṣépè fáwọn òṣèré tó gbowó ṣèwọ́de Sọ̀rọ̀-Sọ́kè.,Aremu called for the actors who are paid to enter Soor-Sokke.
Àwọn olóúnjẹ là ń tẹ ewúrẹ́ táa bá jí gbé fún.,The herdsmen press the goats that are stolen.
Ìjọba fẹ́ bẹ̀rẹ̀ sí kó àwọn oníbárà kúrò ní Èkó.,The government wants to start moving customers away from Lagos.
Àwòrán ìgbà tí Aláàfin àti Onírù fojú kan ara wọn nìyí.,Here is a picture of the time Aláafin and Oníru looked at each other.
Ọ́ ti sìnkú Ìyálọ́jà a gbogbo ìpínlẹ̀ Ọ̀yọ́ tó jáde láyé.,He has buried the Salvation of all the states of Oyo that appeared in the world.
Àwọn tó ní kí wọ́n bá òun pín owó fáwọn ọmọ aláìníyàá rèé.,Those who asked to share money with him for childless children.
Awakọ̀ tó ṣá òṣìṣẹ́ Ìjọba Èkó pa ti sá lọ.,The driver who killed the Lagos State worker has fled.
"Bí mo bá di Gómìnà Ọ̀ṣun, mo máa fún Ọọ̀ni ní bàlúù tiẹ̀.","If I become the Governor of Osun, I will give Oni his own ball."
Ta ló maa dipò Ọ̀gbẹ́ni Ọjà mú lẹ́yìn gbogbo ìṣẹ̀lẹ̀ yìí?,Who will replace Mr. Market after all this incident?
"Ìrọ̀rún dé f'áwọn tó ń ralẹ̀, orí ayélujára ni iṣẹ́ ẹ wọn wà báyìí.","It's easy for those who are struggling, their work is now on the internet."
A ò ṣetán àti ṣí àwọn iléègbafẹ́ báyìí nítorí i ààrùn tó ṣì wà níta.,We are not ready and open the clubs now because of the disease that is still outside.
Mákindé àtàwọn Gómìnà ilẹ̀ Yorùbá balẹ̀ sí ìlú u Èkó.,Makinde and the Yoruba Governor landed in the city of Eko.
Ìjọba ìpínlẹ̀ ẹ Ògùn ló dá ẹgbẹ́ ọlọ́kadà náà sílẹ̀.,The government of Ogun state created the group.
A ò fààyè gba ìwà ọ̀daràn lọ́wọ́ ẹnikẹ́ni rárá.,We do not tolerate crime from anyone.
"Wọ́n l'óúnjẹ ọmọ Ẹniọlá ti dẹnukọlẹ̀, ló bá ń gbé wọn ṣépè.","They ate the food of Anola's son, and he cursed them."
Ìbùdó Ọ̀jájá tó wà ní Ilé-ifẹ̀ máa gbà àwọn Ẹgbẹ̀ta ọ̀dọ́ sẹ́nu iṣẹ́.,The Market Center located in Ile-Ife will employ thousands of young people.
Ó ní kí Mákindé gba àwọn Ìbàràpá lọ́wọ́ àwọn daran-daran.,He asked Mákindé to save the Ibarapa people from the herdsmen.
Kúnlé Àjàyí àtàwọn òṣèré ṣ'ọjọ́ọ̀bí fún Olúwatúnmibí.,Kunle Ajayi and the actors were born for Lordutunmibi.
Ara ẹ̀ kò yá gidigidi ṣùgbọ́n adájọ́ kọ̀ láti fún-un ní ìyọ̀nda.,He was not very well but the judge refused to give him permission.
"Sanwó-Olú ṣèpàdé pẹ̀lú Aṣíwájú lókè òkun, ó ní Àlàáfíà ló wà.","Sanwó-Olu had a meeting with the Foreigner across the sea, he said there was peace."
Ẹ wo àwòrán Bàbá Adébóyè níbi ìgbéyàwó ọmọ Ṣọkọyọ̀kọ̀tọ̀.,Look at the picture of Father Adéboye at the wedding of Chokoyokoto's son.
Gómìnà náà fẹ́ẹ́ ṣàtúnṣe ilé-ìwòsàn ìjọba tó wà ní Òró.,The governor wants to repair the government hospital in Oro.
Ó tún ṣèlérí ìrànwọ́ f'áwọn ọlọ́jà káàkiri gbogbo ìlú náà.,He also promised help to traders all over the city.
Dàpọ̀ Abíọ́dún fẹ́ pààrọ aṣọ àwọn ọmọ ilé-ìwé sádìrẹ.,Dopa Abiodun wants to change the school children's clothes.
Ọ̀rínlénírinwó-ó-lé-méjì ọ̀kadà ni àwọn ọlọ́pàá gbà.,"The police took 200,000 pounds of cash."
Gbogbo rẹ̀ pátápátá ni wọ́n ti lọ̀ lẹ́nu ẹ̀rọ tútù.,All of them have gone cold.
Wọ́n fẹ̀sùn kan obìnrin onítíátà náà pé ó ń sá fún ìwé e ìpẹ̀jọ́.,The actress was accused of running away from the court.
Àṣírí owó ìfẹ̀hìntì Ògúnlẹ́yẹ tí ilé ìfowópamọ́ fẹ́ẹ́ tẹ̀ mọ́lẹ̀ rèé.,The secret of Ogungleya's pension that the bank is about to reveal.
Mo fẹ́ kí ó yé e yín pé obìnrin nìkan kọ́ ló ni oge àti akọ ṣíṣe.,I want you to understand that women are not the only ones who have time and manliness.
Àwa ọkùnrin náà gbọdọ̀ túnraṣe nítorí ayẹyẹ tó ń bọ̀.,We men must prepare for the coming celebration.
"Ìfẹ́ tí mo ní sí ẹ nípọn gidigidi, kódà ó le ju irin lọ.","The love I have for you is very thick, even harder than steel."
Ògì àti ẹran díndín ni mo jí-jẹ ní àárọ̀ kùtùkùtù òní kí n to wá.,I ate wood and thin meat early this morning before I came.
Ogúnlọ́gọ̀ àwọn èèyàn ni àgbàrá ti gbé dúkìá wọn lọ ní Èkó.,Hundreds of people have taken their property away in Lagos.
Àṣà àti ìṣe wa nílùú yìí yàtọ̀ gédéńgbé sí ti ibikíbi lóòtọ́ọ́.,Our culture and behavior in this city is completely different from anywhere else.
Onítọ̀hún ṣàárẹ̀ fún ọdún bíi mẹ́ta gbáko kí àlàáfíà tó tọ̀ọ́ wá.,He was tired for three years before the right peace came.
Ọpẹ́ ni fún Ọba Òkè tó jẹ́ kí a rí ayẹyẹ yìí ṣe láì sí làásìgbò kan.,Thank you to King Oke for allowing us to see this celebration without any delay.
Ìwé yìí máa tọ́ ẹ sọ́nà nípa bí o ṣe lè gbé ìgbéayé ìfọkànbalẹ̀.,This book will guide you on how to live a peaceful life.
"Mo fẹ́ẹ́ bẹ̀rẹ̀ òwò ṣíṣe ní ọdún tó ń bọ̀, àmọ́ ẹ̀rù ń bà mí.","I want to start a business next year, but I'm scared."
Ẹ̀rọ ìbánisọ̀rọ̀ alágbèéká ìyàwó mi jábọ́ s'ínú omi ní ọ̀sán-an àná.,My wife's cell phone fell into the water yesterday afternoon.
"Tí mo bá ní ọ̀nà míràn, mi ò ní dábàá láti yáwó lọ́wọ́ọ àbúrò mi.","If I had my way, I would not propose to borrow from my younger brother."
Ọ̀fẹ́ ni àyẹ̀wò ikọ́-ife ní àwọn ilé-ìwòsàn tó wà ní agbègbè yí.,Tuberculosis screening is free in hospitals in this area.
A ní láti tẹ̀síwájú nípa ti ẹ̀kọ́ ìmọ ògún òyìnbó àti ti ìbílẹ̀.,We have to move forward in terms of traditional and traditional knowledge.
Ìsinmi ojọ́ méjì ni ìjọba fún àwọn òṣìṣẹ́ fún ọdún-un Iléyá.,The government gave two days of holiday to the workers for the year of Ilya.
Ọdún-un Kérésìmesì jẹ́ ìgbà tí gbogbo ẹbí máa ń wá papọ̀,Christmas is a time when the whole family comes together
Ọmọ náà ń ṣe wánranwànran bíi ẹni tí àlùjọ̀nú kó wọ̀ ní ara.,The child is looking like a person who has been clothed in the body.
Gbogbo ara ló ń kan mí nítorí iṣẹ́ oko tí mò ń ṣe láti ọjọ́ ọ Ẹtì.,My whole body is aching because of the farm work I have been doing since the days of Eti.
Báwo ni a ṣe máa dé ibi ìnáwó náà nílùú Ìbàdàn láì sí ọkọ̀ ọ èrò?,How will we get to the financial center in Ibadan without a car?
Àṣírí oníjìbìtì orí ẹ̀rọ ayélujára tó fi èèyàn ṣòògùn owó ti tú o!,The secret of the online fraudster who cheated people for money has been revealed!
"Kí a tó lè ṣiṣẹ́ ẹ àjà ilé yìí, a gbọdọ̀ wá àkàbà tó ga gan-an.","Before we can work on the roof of this house, we must find a very high ladder."
"Àkọ́bí àwọn òbí ì mi ni mo jẹ́, nítorí náà mo gbọdọ̀ tọ́jú àbúrò mi.","I am the first born of my parents, so I have to take care of my younger brother."
Mo fi àwòrán-an erin han ọmọ mi kékeré lórí i amóhùnmáwòrán.,I showed a picture of an elephant to my little son on the phone.
Ago mélòó ni ayẹyẹ máa bẹ̀rẹ̀ nígbà tí a ti fi gbogbo ọjọ́ palẹ̀mọ́?,What time will the party start when we have booked all the days?
Àwọ̀tẹ́lẹ̀ funfun ni mo máa ń wọ̀ ní gbogbo ìgbà nítèmi.,I always wear a white shirt.
Ìṣòro ńlá ni láti rí bàtà tó ṣe déédéé fún ẹni tó ní ẹsẹ̀ ńlá.,It is a big problem to find the right shoes for someone with big feet.
Kò sí ibi tí àwọn awakọ̀ èrò àti agbèrò kò le tọ̀ sí ní ìpínlẹ̀ ẹ Èkó.,There is no place in the state of Lagos that the drivers and passengers cannot go to.
Ọkọ̀ méjì ọ̀tọ̀ọ̀tọ̀ ló jábọ́ láti orí afárá tuntun Ojúẹlẹ́gba sí ilẹ̀.,Two separate ships fell from the new Ojuhegba bridge to the ground.
Mo níi lọ́kàn láti fojú kan àwọn ẹranko inú igbó kànkan kí n tó lọ.,I wanted to see some wild animals before I left.
Ìjọba ti kéde pé ẹni tó bá wa ìwàkuwà ní ojú-u pópó ti ṣetán-an ẹ̀wọ̀n.,The government has announced that the person who commits misconduct in the street is ready to be jailed.
Àdìó ti gbàgbé àti mú kọ́kọ́rọ́ ilé ìtajà a rẹ̀ dání kí ó tó jáde.,Chicken has forgotten and misplaced the store key before going out.
Abọ́ mẹ́fà àti ṣíbí méjìlá ni mo fẹ́ kó dání tí mo bá ti ń lọ.,I want to have six bowls and twelve spoons when I go.
Àwọn tó ń dá àjọ sí Àjọkẹ́ lọ́wọ́ ti ko sí gbèsè ńlá.,Those who contribute to Ajheke do not have large debts.
Ṣé wọ́n lè gba ilé ọ̀hún láì t'ọwọ́ bọ ìwé àdéhùn kankan?,Can they get that house without any contract?
O ti fi òógùn bo orí ibùnsùn tó yẹ kí gbogbo wa pátá sùn.,He has covered the head of the bed with medicine that we should all sleep on.
Àwọn ará àdúgbò ọ̀hún dáná sun ọkùnrin gbọ́mọgbọ́mọ tí wọ́n mú.,The people of that area burned the wise man they caught.
Ìṣẹ̀lẹ̀ náà wáyé láàrin ago méjìlá ọ̀sán sí ago mọ́kànlá a alẹ́.,The incident happened between 12 noon and 11 pm.
Ọmọ kékeré kan ló kọ́kọ́ pariwo nígbà tórí àgbàrá ẹ̀jẹ̀ tó ń ṣàn.,A small child was the first to scream at the sound of blood.
Ariwo ẹ gbàmí tó ké ló jí àwọn aráalé àti ará àdúgbò kalẹ̀.,The noise of his breath woke up the citizens and the local people.
Ní ọjọ́ kejì oṣù kẹfà ọdún yìí ni ó pé ọdún mẹ́fà tí Àlàbí jáde láyé.,"On the second day of the sixth month of this year, it was six years since Álibi was born."
Kílódé tí ò ń ranjú mọ́ gbogbo ọmọ kékeré tó fẹ́ bá ẹ ṣeré?,Why are you staring at every little child who wants to play with you?
Ó ṣeni láàánú pé ìwọ lo ma hu ìwa adójútini yìí nínú ẹgbẹ́.,It is unfortunate that you are the one who shows this behavior in the group.
"Kódà bí òjò bá rọ iná àti òkúta ní òní, ẹ máa dé ilé-ìwé.","Even if it rains fire and stones today, you will come to school."
Àkọ̀yìnsí Àlàbí tí mo rí ni mo fi mọ̀ pé ẹ̀yin lẹ pé jọ sí orí òkè náà.,The last Alabi I saw is how I know that you have gathered on the mountain.
Àsìko ó ti tó kí àwọn ọ̀rẹ́ ọkọ wá dọ̀bálẹ̀ gba aya wọn.,The time has come for the husband's friends to visit their wives.
Oúnjẹ àdàlù tó jẹ ní àná ló jẹ́ kí ó máa só isó burúkú báyìí.,The mixed food that he ate yesterday caused him to vomit badly now.
Àkọ́kọ́ ni pé kí á wá àwọn olùkọ́ tó yanrantí fún ilé-ìwé yìí.,The first thing is to find the right teachers for this school.
Òtútù ti kó wọ Ajíbádé lára dé'bi pé ará ẹ̀ ń gbọ̀n pẹ̀pẹ̀.,The cold has affected Ajibáde so much that his people are shivering.
Àgbo jẹ̀dí tó mu lọ́jọ́ náà ló múu bẹnu jẹ́ nínú u àwòrán yìí.,It was the wine he drank that day that inspired this image.
Ìtọ̀ ọ ṣúgà ti fẹ́ rán ọmọkùnrin náà lọ sí ọ̀run àpàpàndodo.,A drop of sugar is about to send the boy to heaven.
Ẹ̀rí ọkàn ń jẹ́ mi nítorí ẹran méjì tí mo mú nínú u ìsasùn.,My conscience is burning because of the two meats I took in my sleep.
Báwo ni àwọn olè náà ṣe fo ìgàná yìí wọlé pẹ̀lú u bí ó ṣe ga tó?,How did the thieves jump into this fire with him how high it is?
Irun tuntun tíyàwó mi ṣe ló ń jẹ́ kí gbogbo orí máa kán gógó.,My wife's new hair is making everyone's head itch.
Ẹ̀yà aṣọ dúdú méjèèjì yàtọ̀ gédégbé síra wọn.,The two black dresses are completely different from each other.
Túndé ti ra ẹ̀rọ agbohùnsílẹ̀ tuntun méjì fún iṣẹ́ orin rẹ̀.,Tunde has bought two new recorders for his music.
Á tó mílíọ̀nù méjì náírà àtààbọ̀ tó ná lóríi irinṣẹ́ náà.,About two and a half million naira was spent on the tool.
Òkùnkùn ma ń dẹ́rù bà mí tí mo bá dáwà nínú u yàrá.,The dark scares me if I am alone in the room.
Ọwọ́ ẹ̀ ti wà lókè láti ìgbà ta ti sọ pé a máa fún wọn ní ẹ̀bùn.,Their hands have been up since who said that we will give them a gift.
Ó lòdì sófin kí èèyàn máa d'alẹ̀ sí ẹ̀gbẹ́ ẹ títì.,It is against the law for a person to spend the night next to you.
Ìdààmú bá gbogbo àwọn ọlọ́jà nígbà tí wọ́n gbọ́ pé ààrẹ ḿ bọ̀.,All the traders were worried when they heard that the president was coming.
Inú ìgò ló tọ̀ sí nítorí pé kòsí igbó tàbí ilé-ìgbọ̀nsẹ̀ nítòsí.,He had to go inside the bottle because there was no forest or toilet nearby.
Ó ṣe kókó kó máa tẹríba fún àwọn àgbàlagbà ní àdúgbò.,It is important to obey the elders in the community.
"Kò sí bo ṣe lè bínú síi tó, o gbọ́dọ̀ fa ojú ẹ̀ mọ̀ra.","No matter how angry you are, you must draw your eyes."
Ìdìbò ipò ààrẹ tó ń bọ̀ lọ́nà ń ba àwọn aráàlú lẹ́rù gan.,The upcoming presidential election is scaring the public.
Ó ṣeéṣe kí arákùnrin náà gba ọ̀nà àlùmọ̀kọ́rọ́yí wọlé.,The brother may have taken a more sophisticated approach.
Etí ìjọba ti di sí igbe àti ariwo àwa ọmọ orílẹ̀-èdè e Nàìjíríà.,The ears of the government are closed to the cries and noise of us Nigerians.
Báwo ni Àjàdí ò bá ṣe ṣe ara ẹ̀ kání owó náà sọnù?,How can Ajadi not make himself lose the money?
A gbàdúrà kí Olúwa bá wa pẹ̀tù sí wọn nínú.,We pray that the Lord will be gentle with them.
"Bí mo bá lágbára ìyàwó mẹ́ta, kódà màá fẹ́ wọn.","If I could have three wives, I would even marry them."
Ẹ̀ẹ̀kan lọ́sẹ̀ péré ni Àjàní ma ń bá ìyàwó ẹ̀ lò pọ̀.,Ajani has intercourse with his wife only once a week.
Mo gbàgbọ́ pé ayẹyẹ ìgbéyàwó aláriwo kò bá kádàrá mi mu.,I believe that a noisy wedding ceremony does not suit my destiny.
Ẹbí kọ̀ọ̀kan kò gbọdọ̀ bí ju ọmọ méjì lọ gẹ́gẹ́ bí òfín ṣe sọ.,Each family must not have more than two children according to the law.
"Inú bíbí maa ń da ilé rú ni, ó sì mọ ń ba nǹkan jẹ́ ni.","Childbirth always disturbs the house, and it destroys things."
Ìṣẹ́jú mẹ́fà la fi seré kiri lóríi pápá kí eré ìdárayá náà tó bẹ̀rẹ̀.,We walked around the field for six minutes before the game started.
"Ní àná, ó fapá rọ́ níbi tó ti ń ṣe eréépá ní iléèwé.","Yesterday, he collapsed while doing radio at school."
Gbogbo ara ló ń ro mí bíi pé mo gbé gẹdú.,My whole body feels like I'm living here.
Bámi fi ọwọ́ tẹ igi yíì mọ́lẹ̀ kí n lè ríi kàn dáadáa.,Bami pressed this tree down with my hand so that I could see it better.
Tani ó lè wẹ̀ fún wákàtí kan láì sí ìsinmi rárá?,Who can bathe for an hour without any rest?
Ojú orun ni mo wà nílé tí ìpè Ọ̀gá fi wọlé.,I was at home with the eyes of heaven when the Master's call came.
Wọ́n ní ka dá ẹgbẹ̀rún ọgọ́rùn-ún náírà fún ìrìnàjò tó ń bọ̀,They said that they will save hundreds of thousands of naira for the next trip
Ó ní àwọn ohun tí mo kọ tí mo fẹ́ kó o bá mi wò ní ọ̀la.,It has things I wrote that I want you to see with me tomorrow.
Kò sẹ́ni tí kò fẹ́ràn-an ìfà láàárín gbogbo àwa táa jókòó síbí.,There is no one who doesn't like it among all of us who are sitting here.
Mo ti ní kí ẹ yé máa tojú bọlé onílé tẹ́ ẹ bá ti dé láti ilé e kéwú.,I have asked you to pay attention to the owner of the house if you come from your house.
A ti pinnu pé a ò ní máa lọ sí Ògbómọ̀ṣọ́ fún ọdún mọ́.,We have decided that we will not go to Ogbomoso for another year.
Odindi ọ̀sẹ̀ kan ni wọ́n fi ṣe ìgbéyàwó nílùú Ìlọrin.,They got married in Ilorin for a whole week.
Ìjọba ní láti tètè rí sí ọ̀rọ̀ àwọn ajínigbé tó ń sọṣẹ́ ní àríwá.,The government needs to quickly deal with the kidnappers who are working in the north.
"Tẹ́ ẹ bá dé àwọn ilé míràn ní Èkó, kò ní sí balùwẹ̀.","If you come to other houses in Lagos, there will be no bathroom."
Wọ́n ní á dúró ká jẹun kí á tó máa lọ sí ibi-iṣẹ́ padà.,They told us to stop and eat before going back to work.
Ìgbésẹ̀ wo gan-an pàtó lo fẹ́ gbé lóríi àwọn òṣìṣẹ́ ọ̀lẹ.,What action exactly do you want to take on lazy workers.
"Ológbò mi náà gbìyànjú, ó ti bímọ mẹ́fà lẹ́nu ìgbà tó ti wà níbí.","My cat also tried, she has given birth to six children in the time she has been here."
Ìròyìn náà tó gbogbo wa létí nípasẹ̀ ẹ bàba bàbáà mi.,The news came to all of us through my grandfather.
"Ẹ̀yìn mí ti gan, mi ò rò pé mo lè r'oko mọ́ bíi tìgbà èwe.","My back is so bad, I don't think I can farm anymore like I did when I was young."
Ilé e àwọn ọmọ mẹ́tẹ̀ẹ̀ta jìnà sí ibi tí wọ́n ti ń kọ́ṣẹ́.,The house of the three children is far from the place where they are training.
"Lọ́dọọdún, a má ń lọ sí orí òkè láti lọ gbàdúrà fún ọjọ́ mẹ́ta.","Every year, we go to the mountain to pray for three days."
Kíni àpẹẹrẹ àwọn ẹranko tó ní ojú ní ẹ̀gbẹ́?,What are examples of animals with side eyes?
Ìrọ̀rùn ni jíjẹ àti mímu ń bá dé láti ìgbà tí a ti yan olórí tuntun.,Eating and drinking have become easier since the new leader was elected.
Àbúrò mi obìnrin máa ń kàwé tó bá délé nígbàgbogbo.,My younger sister always reads when she comes home.
Ààmì i títóbi Ọlọ́run wà nínú àwọn ohun tó dá pátápátá.,The sign of God's greatness is in the things he created.
Ilé-iṣẹ́ náà ti gbé ọkọ̀ ayọ́kẹ́lẹ́ fún òṣìṣẹ́ kọ̀ọ̀kan.,The company has provided a car for each employee.
Àwọn abiyamọ àti àwọn ọmọ tuntun nílòo ìtọ́jú tó péye.,Mothers and newborns need proper care.
Bàbá Òǹdó ò fi bẹ́ẹ̀ ríran mọ́ tààrà lẹ́hìn ìjàmbá ọkọ̀ náà.,Ondo's father was unable to see immediately after the car accident.
Orí àpáta la dúró sí nígbà tí ejò ńlá wọ inú ilé.,We stopped at the top of the rock when a big snake entered the house.
Wọ́n ti fi ọwọ́ agbára gba ilẹ̀ lọ́wọ́ ọ ogunlọ́gọ̀ ọ èèyàn.,They have taken the land from you by force.
Ṣé o ṣì rántí orúkọ 'áwọn olóyìnbó máa ń pe ẹni tó fẹ́ràn-an òṣùpá?,Do you still remember the name 'the wise call the one who loves the moon?
"A ṣe ìgbéyẹ̀wò kékeré fún-un, ṣùgbọ́n kò yege.","We did a small test for him, but it was not clear."
Irú olóòótọ́ bíi tìrẹ kò wọ́pọ̀ ní orílẹ̀-èdè Nàìjíríà ní òde òní.,Honest people like you are rare in Nigeria today.
Wọ́n bá ọ̀pọ̀lọpọ̀ nǹkan wúrà níbẹ̀ nígbà tí yàrá náà di ṣíṣí.,They found a lot of gold there when the room was opened.
Bí mo ṣe kúrò nínú ilé tó ń jó láì farapa jẹ́ ohun ìyanu.,How I got out of the burning house unscathed is a miracle.
Ní bíi ọdún mẹ́fà sẹ́yìn ni Ajíbọ́lá pàdánù ọmọ méjì.,"About six years ago, Ajibola lost two children."
Ooru burúkú tó mú ti jẹ́ kí orí inú ike náà yọ́ọ́.,The intense heat caused the head inside the plastic to melt.
Ṣé ẹ ní àkọsílẹ̀ àwọn iǹkan tí ẹ fẹ́ rà lọ́jà lọ́la?,Do you have a list of things you want to buy at the market tomorrow?
Onílé ti kìlọ̀ pé kí a yé gbé ọkọ̀ síwájú ìtà láì gbàṣẹ.,The owner has warned that we should leave the vehicle in front of the street without permission.
Ògá ni Àríkẹ́ nípa ká ṣe àgbékalẹ̀ ọ̀rọ̀ ní kíkọ.,Arikek is a master of word structure in writing.
"Bí wọ́n ṣe gbọ́ pé ó ti fi sílẹ̀, ọkàn wọn ò balẹ̀ mọ́.","When they heard that he had left, their hearts were not calm."
Ọ̀pọ̀lọpọ̀ ọ àǹfàní ni èso máa ń ṣe fún àgọ̀ ara.,Fruit has many benefits for the body.
"Tó bá ti jí ní àárọ̀ kùtùkùtù, orin kíkọ ló máa n fi ń jí gbogbo ará-ilé.","When he wakes up early in the morning, he wakes up everyone in the house by singing."
Kò rọrùn láti máa kàwé kó sì tún máa ṣiṣẹ́ nígbà kannáà.,It is not easy to study and work at the same time.
Níbi tí mo dùbúlẹ̀ sí ni kòkòró ti ta mí ní apá.,"Where I lay, a bug stung my arm."
Òjò wẹliwẹli àná ni kò jẹ́ ka lè wá síbi ayẹyẹ àjọ̀dún náà.,Yesterday's heavy rain prevented us from attending the festival.
Ẹ gbúdọ̀ ṣàkíyèsí irú àwọn èèyàn tí ẹ̀ ń gbà sílé.,You must pay attention to the kind of people you welcome home.
Aṣojú olùdásílẹ̀ ilé-iṣẹ́ wa ló bá àwọn oníròyìn sọ̀rọ̀.,The representative of the founder of our company spoke to the reporters.
A máa yanjú-u gbogbo iṣẹ́ tó wà nílẹ̀ kó tó di ago méjì ọ̀sán.,We will solve all the work on the ground before two o'clock in the afternoon.
Ṣé ẹ ti kó yìnyín sórí àwọn ọtí tí ẹ ṣẹ̀ṣẹ̀ gbà?,Have you put ice on the beers you just bought?
Ó wà ní ọ̀pọ̀lọpọ̀ ilé-ìtajà ògùn jákè-jádò orílẹ̀-èdè e Nàìjíríà.,It is available in many drug stores across Nigeria.
Ìdá mẹ́wàá ló kù tí mo fẹ́ san tí mo bá ti délé padà.,There is 10 percent left that I want to pay when I return home.
Ojú-u fèrèsé ni wọ́n gbà yọwó táa kó sínú ilé.,They took the money that was brought into the house through the window.
Ọ̀pọ̀lọpọ̀ ọ èèyàn ló gbàgbọ́ pé ọ̀run ni ìdájọ́ wà.,Many people believe that judgment is in heaven.
Ẹ̀rọ ìbánisọ̀rọ̀ alágbèéká ẹ̀ ló fi tan ìmọ́lẹ̀ sínú ilé.,It was his cell phone that turned on the light in the house.
Kó irúgbìn àgbálùmọ́ mẹ́rin sínú ilé to gbẹ́.,Put four seeds in a dry house.
Ọmọ èèyàn ò gbọdọ̀ dàgbà sí àdúgbò tí wọ́n ti ń ṣe jàgídíjàgan.,A human being should not grow up in an area where violence has been going on.
Bùbá tó o rán ṣe déédéé ọmọ tí mo gbàá fún.,"If you send it regularly, I will give it to the child."
Àjọ wá ti ń fi àkókò ṣòfò lóríi gbígba àwọn òṣìṣẹ́ tuntun.,The organization has been wasting time on recruiting new employees.
Ọ̀sọ̀ọ̀sẹ̀ ló yẹ kí á máa fi oúnjẹ ránṣé sí abúlé òdìkejì.,Every week we should send food to the other village.
Àwọn ọmọ ẹgbẹ́ yan Ìgbòho láti gbógun ti àwọn adigunjalè,The members chose Igbho to fight the robbers
Níbo ni gbogbo àwọn owó táwọn ìjọba wa yìí maá ń pè wà.,Where are all the money that our government is calling for?
