yo,en
Àtúnṣe ti dé bá iṣẹ́ ọ̀gbìn ni gbogbo orígun mẹ́rẹ̀ẹ̀rin orílẹ̀-èdè Nàìjíríà.,Reform has come to agriculture in all the four corners of Nigeria.
"Omọ́wùmí ti fẹ́rakù, níṣe ló ń sín itọ́ kiri.","The soul has died, why is it spitting?"
Ìjọba ti ṣe àṣeyọrí lórí iṣẹ́ afárá kejì Ekó tí ó ń lọ lọ́wọ́.,The government has succeeded in the ongoing Eko second bridge project.
Ojú ọ̀nà a márosẹ̀ tí ó wà ní Èkó sí Ìbàdàn àti èyí tí ó wà ní Àbújá sí Èkó,The route from Lagos to Ibadan and from Abuja to Lagos
A tún gbé ìgbésẹ̀ lọ́dún tó lọ yìí láti se isẹ́ lórí ojú ìrìnnà ọkọ̀.,We also took steps this past year to work on the road.
Iṣẹ́ ti lọ lójú u pópó ti Àpápá sí Òwòròǹshòkí.,Work has gone before him on the road from Apapa to Oworonshok.
Àwọn ọ̀rẹ́ máa ń ba ara wọn sọ èyí tó jẹ́ òdodo ọ̀rọ̀.,Friends always tell each other what is right.
Yóò tún jẹ́ kí ètò ọrọ̀ ajé orílẹ̀ èdè gbóunjẹ fẹ́gbẹ́-gbàwobọ̀.,It will also make the country's economy flourish.
Wàhálà lórí ìná a mọ̀nà-mọ́ná ti wà láti ìgbà ìwásẹ̀.,The stress on the fire has been there since the beginning of time.
A ti gbé ìgbésẹ̀ láti bá àwọn tí ọ̀rọ̀ náà kàn sọ̀rọ̀ láti wá ojútùú sí ìṣòro ọ̀hún.,We have taken steps to talk to those affected to find a solution to the problem.
Ààrẹ ṣàlàyé ìpinnu rẹ̀ láti gbógun ti ìsẹ́ àti òṣì lórílẹ̀ èdè Nàìjíríà.,The President explained his determination to fight unemployment and poverty in Nigeria.
Ọmọlúàbí kì í ṣe àìgbọ́ràn bẹ́è ni kì í ṣe inúnibíni sí ẹnìkejì i rẹ̀.,Kindness is not disobedience and it is not persecution of others.
A ó tẹ̀síwájú láti ṣe àwọn àtúnṣe tó mọ́nyánlórí nípa ètò ẹ̀kọ́ àti omi.,We will continue to make important reforms regarding the education and water system.
A ó túbọ̀ máa fọwọ́sowọ̀pọ́ pẹ̀lú ìjọba ìpínlẹ̀ àti ìbílẹ̀.,We will cooperate more with the state and local government.
Owó oṣù àwọn òṣìṣẹ́ yóò ṣe wọ́n ní ànfààní ní àsìkò tí wọ́n bá san owó o wọn.,The salary of the workers will benefit them in time if they pay their money.
A ti bẹ̀rẹ̀ sí ní máa san àwọn owó tí wọn jẹ àwọn òṣìṣẹ́ fẹ̀yìntì fún ìgbà pípẹ́ báyìí.,We have started to pay the pensions owed to the retired workers for a long time now.
Abẹnugan ilé ìgbìmọ̀ aṣòfin ni ọrọ̀ ajé Nàìjíríà yóò burẹ́kẹ́ síi.,The Nigerian economy will be blessed by the parliament.
Bí mo bá jí ma rorín kí jeyínjeyín máa sá fún mi.,"If I wake up, don't laugh so that you will run away from me."
"Mo ní ọ̀pọ̀lọpọ̀ ohun tí mo fẹ́ ṣe àmọ́, owó ni kò sí.",I have many things I want to do but there is no money.
"Ọmọ ọba kì í ṣojo, bẹ́ẹ̀ ọmọ ọba kì í ṣiṣẹ́ ẹrú.","A king's son does not work, nor does a king's son work as a slave."
Àwọn ohun èlò ìsọmọlórúkọ ni à máa ń lọ láti fi ṣàdúrà fún ìkókó.,We use pronouns to pray for babies.
Bàbá mi lọ sí ibi ìpàdé àwọn lèmọ́mù Irédé àti àgbègbè e rẹ̀.,My father went to the meeting place of the people of Irédé and its area.
"Abẹnugan wá kí gbogbo ọmọ orílẹ̀ èdè Nàíjíríà nílé, lóko àti lájò kú ọdún tuntun.","Abenugan wishes all Nigerians at home, on and off the new year."
"Abẹnugan ilé ìgbìmọ̀ aṣòfin bá Nàìjíríà yọ̀, ó pè fún ẹ̀mí ìṣọkan.",Abenugan of the House of Assembly congratulated Nigeria and called for a spirit of unity.
Ààrùn ẹ̀jẹ̀ rúru jẹ́ àìsàn kan tó ń pọ̀ sii torí àwọn ìṣẹ̀lẹ̀ àwùjọ.,Tuberculosis is a disease that is increasing due to social factors.
Owó ní tí òhun ò bá sí nílé kí ẹnìkẹ́ni máṣe dá ìmọ̀ràn òhun.,It is money if there is nothing at home so that no one can give advice.
Wọ́n kì wọ́n nílọ̀ pé kí wọ́n má lo òògùn fúnra wọn mọ́.,They don't want to stop using drugs themselves.
A kò gbọdọ̀ dákẹ́ àdúrà wa pàápàá jùlọ fún ìsọ̀kan àti ìbágbépọ̀ orílẹ̀ èdè yìí.,We must not be silent in our prayers especially for the unity and coexistence of this country.
Kí Ọdún yìí jẹ́ ọdún àṣeyọrí fún gbogbo ọmọ orílẹ̀ èdè Nàíjíríà.,May this year be a successful year for all Nigerians.
Mo fẹ́ ọkùnrin tó ní sùúrù tó sì máa fẹ́ mi bí bàbá mi ṣe fẹ́ ìyá mi.,I want a man who is patient and will love me like my father loves my mother.
Adarí ìpínlẹ̀ tí bọwọ́lu àbádòfin ètò ìsúná ọdún yìí,The state leader signed this year's budget
Ẹní bá dúpé ore òní yóò rí ti ọjọ́ mìíràn gbà.,"If a person is grateful for a friend today, he will receive another day."
"Aago wo ni ẹ fẹ́ lọ sí òde olókùú, ṣé ẹ mọ̀ pé ẹ ò gbọdọ̀ pẹ́?","What time do you want to go to the grave, do you know that you must not be late?"
Àwọn ọ̀rọ̀ kán wà tó máa bíni nínú àmọ́ kò yẹ kí ènìyán fèsì.,There are some words that will make people angry but people should not react.
"Àrokobọ́dúndé là ń kí àgbè, ojú gbooro là ń kí onídìrí.","Arokobobundede greets the language, wide-eyed greets the visionary."
Adarí ìpínlẹ̀ Ọ̀ṣun bọwọ́lu àbádòfin ètò ìṣúná ọdún yìí,The governor of Osun signed the budget plan for this year
Olódo ràbàtà kì í bá wọn duyè aṣáájú ilé-ìwé.,Olódo Rabata does not deserve the leadership of the school.
Àwọn oníwádìí ti ṣàwárí ẹranko tuntun tí wọn kò rí rí.,Researchers have discovered a new animal that has never been seen before.
"Ọjọ́ kẹ́rìnlélógún, oṣú kejìlá, ọdún yìí ní ilé ìgbìmọ̀ aṣojú náà fẹnukò lórí ètò ìsúná náà.","The twenty-fourth day, the twelfth month, of this year at the House of Representatives voted on the budget plan."
Èyí túmọ̀ sí pé ọ̀pọ̀ ò le dáhùn àwọn ìbéèrè tí wọ́n fi wá wọn lẹ́nu wò.,This means that many cannot answer the questions that are put to them.
Wọ́n ṣe ìdàkọ ìfọ̀rọ̀wánilẹ́nuwò náà ní ọ̀rọ̀ fún ọ̀rọ̀.,The interview was transcribed word for word.
Wọ́n rí òkú ọmọkùnrin tó kó sódò yọ ní ìrọ̀lẹ́ láti àárọ̀ tí wọ́n ti ń gbìyànjú.,They found the body of a boy who had been trying to get rid of it in the evening.
Ìjọba Nàìjíríà ti sanwó oúnjẹ fún àwọn ọmọ ilé-ìwé fún ọdún tó kọjá.,The Nigerian government has paid for school children's meals for the past year.
Kì í ṣe gbogbo àwọn ìpínlẹ̀ ni ẹ̀kọ́ ọ̀fẹ́ ti wà.,Not all states have free education.
Àwọn oníṣègùn ti gba àwọn èèyàn níyàjú láti máa ṣe àyẹ̀wò.,Doctors have encouraged people to get tested.
Wọ́n ṣèlérí láti pèsè oúnjẹ àti èròǹjà oúnjẹ fún àwọn akẹ́kọ̀ọ́ ọ̀hún.,They promised to provide food and nutrition for those students.
Àjọ tó ń ṣègbèfábo ti rọ àwọn obìnrin láti má dúró sínú ìgbéyàwó tí kò dára.,The charity has urged women not to stay in bad marriages.
Ààrẹ orílẹ̀-èdè Nàìjíríà ń ṣe ìpàdé pẹ̀lú àwọn adarí àjọ elétò ààbò.,The president of Nigeria is holding a meeting with the leaders of the security organization.
"Ìpàdé ń lọ lọ́wọ́ láàárín àwọn aṣòfin, ààrẹ, àwọn aṣojú lóríṣiríṣi ní ìlú u Àbújá.","A meeting is going on between the parliamentarians, the president, various representatives in the city of Abuja."
Ẹ jẹ́ ká wá ojú rere Ọlọ́run fún ìdàgbàsókè orílẹ̀ èdè e Nàìjíríà.,Let us seek God's favor for the development of the nation of Nigeria.
Ẹgbẹ́ àwọn ọ̀dọ́ ti rọ àwọn ọ̀dọ́ látí gba ààwè àti àdúrà.,The youth group has urged the youth to receive prayer and prayer.
Atiro ń ṣe ẹsẹ̀ láńkáláńká; arọ ò lọ́wọ́-nbẹ́sẹ̀.,Atiro is making a slow move; the cripple cannot walk.
"Olùṣọ́ tún wá rọ̀ wọ́n láti jáwọ́ nínú ẹ̀ṣẹ̀, kí wọn sì wá ojú rere Ọlọ́run.",The watchman also urged them to stop sinning and seek God's favor.
Ọlọ́run ò bá gbogbo ẹni tó ń gbé inú òkùnkùn tafà sínú ìmọ́lẹ̀ wí.,God does not rebuke all those who live in darkness into the light.
Kìí ṣe ìdùnnú olùkọ́ kí ó kọ́ ọmọ kí ọmọ má mọ nǹkan tí wọ́n kọ́ ọ.,It is not a teacher's pleasure to teach a child so that the child does not know what he was taught.
Àsìkò ìtura ni àsìkò ààwẹ̀ jẹ́ fún gbogbo àwọn mùsùlùmí.,Fasting is a time of relaxation for all Muslims.
Ẹ pa ọlọ́tẹ̀ àti àwọn alákatakítí ẹlẹ́sìn run lórílẹ̀ èdè e Nàìjíríà.,Destroy the rebels and religious extremists in Nigeria.
Àwọn ewé máa ti sùn ní bí aago mẹ́fà bí o bá fẹ́ lọ já wọn.,The leaves will be asleep by 6 o'clock if you want to cut them.
Wọn pa Tolúlọpé tó jẹ́ awakọ̀ òfurufú kan lẹ́yìn ọ̀pọ̀lọpọ̀ wàhálà.,They killed Tolúlópe who was a pilot after many hardships.
Àwọn ìyáálé ilé jáde síta wọ́n tẹ́wọ́gba ìyàwó tuntun.,Housewives went outside to welcome the new bride.
"Ìyàwó tó kéré jù bu omi sí ìyàwó lẹ́sẹ̀, ó sì gbàdúrà fun.",The younger wife sprinkled water on the bride's feet and prayed for her.
"Inú mi dún láti wà níbí yìí, nítorí ó ti pẹ́ tí mo ti rí àwọn ojú wọ̀nyí.","I am happy to be here, because it has been a long time since I saw these faces."
Ayé àtijọ́ ni àwọn ènìyàn máa ń tẹ̀lé àṣà àti ìṣe kò rí bẹ́ẹ̀ mọ́ ní ìsinyìí,"In the old world, people used to follow customs and practices, it is not like that anymore."
Ẹ má ṣe fún wọn ní ìsinmi rárá torí wọ́n tí gba owó sọ́wọ́ tipẹ́.,Do not give them any rest because they have received money for a long time.
"Àjànàkú àwọn oníṣẹ́ ibi ti jẹ májèlé, wọ́n dẹran awo.","The violence of evildoers has been poisoned, and they are angry."
Èmi ò ní yọ ẹnìkankan sílẹ̀ ní abẹ́ ìsàkóso ò mi.,I will not release anyone under my control.
Èèyàn mọ́kànlélọ́gbọ̀n ni wọ́n tẹ̀ pa ní ibi tí wọ́n ti ń pín oúnjẹ ọ̀fẹ́.,Twenty-one people were killed at the place where they were distributing free food.
Ààrùn kògbóògùn ń tàn kiri bí iná orí torí ọkùnrin àti obìnrin oníṣekúṣe.,Drug addiction is spreading like a fever because of immoral men and women.
Owọ́ òfin ti tẹ ọkùnrin tí ó fi ipá bá ọmọ kékeré ní àjọṣepọ̀,The hand of the law has pressed the man who forcibly had sex with a minor child
Ohun tí o bá ṣe gbọdọ̀ jẹ́ èyí tí gbogbo ọmọ orílẹ̀-èdè Nàìjíríà yóò jẹ ànfààní rẹ̀.,What you do must be for the benefit of all Nigerians.
Gọngọ sọ! Wáhálà bẹ́ sílẹ̀ bí wọ́n ṣe ń dín dùǹdú ìyà fún ara wọn nílé aṣòfin.,Gongo said! Trouble broke out as they tried to punish each other in the parliament.
Ó rọ̀ wọ́n láti ṣe àtìlẹyìn fún ilé ìgbìmọ̀ aṣòfin lórí àṣeyọrí i wọn.,He urged them to support the parliament on their success.
Ó tún wá dúpẹ́ lọ́wọ́ ilé ìgbìmọ̀ aṣòfin fún àtìlẹyìn tí wọn ń ṣe fún un.,He also thanked the parliament for their support.
"Ohun mérìírí ló ń ṣẹlẹ̀ káàkiri àgbáyé, àdìtú ni iṣẹ́ olódùmarè.","Amazing things are happening around the world, mystery is the work of the mighty."
Adarí ìpínlẹ̀ Èkó gbóṣùbà fún ilé-iṣẹ́ ológun fún ìpèsè àlàáfíà.,The governor of Lagos State has called on the military to ensure peace.
"À ń rìn nílẹ̀ inú ń bí ẹlẹ́ṣin, à ń jẹ̀fó sùn inú ń bí ẹlẹ́ran","We are walking on the ground as horses, we are sleeping as cattle"
"Bá a bá ń bẹ láyé ẹ jẹ́ á ṣe ara wa lóore, bí a bá wà láàyè ẹ jẹ́ á da ọ̀rọ̀ ara wa rò.","If we are in this world, let us be kind to each other, if we are alive, let us think of each other's words."
Ọba gbẹ́sẹ̀ lé àgùnbánirọ̀ pupa tó jáde ní ilẹ́-ẹ̀kó gíga,The king stepped on the red carpet that came out of the high ground
Ìjọba ìpínlẹ̀ ti rawọ́ lé iṣẹ́ àkanṣé kan ní agbègbè e ìpínlẹ̀ Ògùn.,The state government has appealed for a special project in Ogun state.
Ìpínlẹ̀ Ọ̀ṣun bọwọlu àbádòfin ètò ìṣúná ọdún to kọjá sẹ́yìn.,The State of Osun signed the budget plan last year.
Ǹjẹ́ ìwọ mọ irúfẹ́ ọmọ tí Ìgè jẹ́ ko tó máa báa sọ̀rẹ́?,Do you know what kind of child Ige is before he will be friends?
Ó ṣe pàtàkì fún àwọn ìyá láti gba abẹ́rẹ́ ẹ rọmọ-lápá rọmọ-lẹsẹ̀ fún àwọn ọmọ.,It is important for mothers to get regular vaccinations for babies.
Mo ṣe ìlérí fún orílẹ̀-èdè mi Nàìjíríà láti jẹ́ olótìítọ́ àti olódodo.,I promise my country Nigeria to be honest and fair.
Àgbéga ti dé bá ìlànà àgbékalẹ̀ ojú òpó o ìdákọ́ńkọ́ àti ayélujára wa.,Agbega has come to terms with our infrastructure and infrastructure.
Ẹ má jẹ́ kí àwọn ọlọ́tẹ̀ pín Nàìjíríà yẹ́lẹ-yẹ̀lẹ.,Don't let the rebels divide Nigeria.
Ìdí abájọ tí ìlú ọ̀wọ̀ fi rọ olóyè Ọlánipẹ̀kun lóyè kò tí ì farahàn.,The reason why the city of respect urged Olanipekun to take office has not yet appeared.
Nàìjíríà ń ké pé: Dìde ẹ̀yin ará wa jẹ́pè Nàìjíríà.,"Nigeria is calling: Stand up, our brothers, call Nigeria."
Ìbànújẹ́ ńlá ni kọ́mọ́ ó tojú òbí fò sánlẹ̀ kó kú.,It was a great sadness when he saw his parent fall down and die.
Ọkọ̀ òfurufú kan já sí oju títí ní Ìkẹjà nílùú Èkó èyí tí ó fa ìdíwọ́ lójú ọ̀nà.,A plane crashed in Ikeja in Lagos which caused a roadblock.
Bojú bá yẹjú kóhùn má yẹ̀; ẹní tó bá dàlẹ̀ á bálẹ̀ lọ.,"If you look, don't answer; the one who calms down will calm down."
Nàìjíríà yan ìgbìmọ̀ alámòójútó fún iná a mọ̀nà-mọ́ná.,Nigeria appoints a supervisory board for electricity.
Àṣírí àwọn gbọmọ-gbọ́mọ tú ní Sókà nílùú Ìbàdàn.,The secret of those who knew it was revealed in Soka in the city of Ibadan.
"Ẹ̀là lọ̀rọ̀ a sọ̀rọ̀ ìyánrọ̀ ọjọ́sí, ṣebóhun ló ṣekú peléǹpe àná.","It's time to talk about old age, why did he die yesterday?"
"Ọ̀fọ̀ ńlá ṣẹ Nàìjíríà, ẹni ire lọ nílẹ̀ ẹ káàárọ̀ oò jíire!.","A great mourning has come to Nigeria, the good person will go home soon!."
Olóṣèlú á tan ará ìlú jẹ pẹ̀lú u tọ́rọ́ kọ́bọ̀ bí wọ́n bá dórí oyè wọ́n a gbàgbé ìlérí,"Politicians will deceive the people of the city with him, if they hold their position, they will forget their promises."
Ọ̀jọ̀gbọ́n náà jẹ́ onímọ̀ nípa ìmọ̀ àti ẹ̀dá èdè ní ilé ìwé gíga Èkó.,The professor is a linguist at the University of Lagos.
Ààrẹ bọwọ́lu ètò ìsúná ọdún tí a wà nínú ẹ̀ yìí.,The president signed the current year's budget.
Ẹ̀rọ ìbanisọ̀rọ̀ jẹ́ ohun amáyédẹrùn ní ayé tí a wà yìí.,The communication device is a simple thing in this world.
"Ọba tá a bù tá ò le bù tán, ìjìnlẹ̀ ọ̀rọ̀ tí ń gbénú ènìyàn fọhùn.","A king who is bitten and cannot be bitten, the depth of words that make people speak."
Ààrẹ Yar'Adua ti di olóògbé tí igbákejì rẹ̀ sì gorí oyè.,President Yar'Adua has passed away and his deputy has taken office.
A ji pọnmi òwúrọ̀ kùtù-kùtù kì í pon omi rúrú.,We woke up early in the morning and didn't have hot water.
Mọ̀wọ̀n ara ẹ; ìwọ̀n ara ẹni là á mọ̀!,Measure yourself; measure yourself!
Ilé ìgbìmọ̀ aṣòfin yóò gbógun ti òṣì àti ìṣẹ́.,The parliament will fight against poverty and suffering.
Ta ní jẹ́ dúró de bílálà a àwọn anọmọgbọ́mọdè?,Who will wait to save the children?
"Gbogbo èèyàn ló ń dúró de àsìkò ọ̀tun ní orílẹ̀-èdè yìí, kí ọlọ́run dẹ́ẹ̀mí wa sí.","Everyone is waiting for the right time in this country, may God bless us."
Ilé ìgbìmọ̀ ti ṣètò òfin tí yóò gbógun ti àjàkálẹ̀ ààrùn àti ìwà ọ̀daràn.,The House of Councilors has drafted legislation that will fight epidemics and crime.
Wọ́n ṣe ìkìlọ̀ kí àwọn àjòjì máṣe dé ibi odò náà torí odò náà kò fẹ́ àlejò.,They warned foreigners not to come to the river because the river does not want visitors.
Gbogbo kùdìẹ̀-kudiẹ ní wọn yóò mójú tó pàápàá jùlọ nípa iná a mọ̀nà-mọ́ná.,"They will be aware of all the problems, especially the fire."
Ohun tí o ò bá le gbà má fi lọ ẹlòmíràn mọ́.,"What you can't take, don't give it to someone else."
"Bó tilẹ̀ jẹ́ pé ẹgbẹ́ ọ̀tọ̀ọ̀tọ̀ ni àwọn aṣòfin wà, síbẹ̀ wọ́n kínra wọn lẹ́yìn.","Although the legislators are from different parties, they are still behind them."
Ìgbìmọ̀ aṣòfin kò ní jẹ́ kí ẹgbẹ́ ọ̀tọ̀ọ̀tọ̀ wá da ààrín wọn rú.,The parliament will not allow different groups to confuse them.
"Lọ́jọ́ ọjọ́sí, àní nígbà tójú wà lórúnkún gbogbo nǹkan ò le báyìí.","In old age, even when the eyes are on the knees, everything is not so hard."
Iná a mọ̀nà-mọ́ná lọ káàkiri nígbà tí mo kọ́kọ́ dé ìlú ọba.,"When I first arrived in the royal city, there was a lot of fire."
Ìjọba ìpínlẹ̀ Ọ̀yọ́ ṣe gudugudu méje yààyà mẹfà lórí ọ̀nà Ọ̀yọ́ sí Ìṣẹ́yìn.,The Oyo state government made seven and six road trips on the road from Oyo to the end.
"Ikú pa abírí, abírí ti kú. Ikú pabìrì, abìrì í rọ̀run.","Death kills the tribe, the tribe is dead. Death is easy, easy."
Kí lọmọ ilé-ìwé ń sun-un-run àsùnwatọ́ sí?,What about the school is destroying the good?
Aláàfin ikú bàbá yèyé ti filẹ̀ ṣaṣọ bora.,The funeral of the father's death has left the veil.
"Ṣẹ̀kẹ̀rẹ̀ ò ní gbẹ́yìn, Agogo a máa ró kangó-kangó.","It will not be the end, the bell will be ringing."
Wọ́n ní ìrètí pé ètò náà yóò fòpin ṣí rira epo láti ilẹ̀ òkèèrè.,They hope that the program will stop buying oil from abroad.
Orílẹ̀-èdè Nàìjíríà ti ṣè ìpinnu láti fòpin sí ríra epo rọ̀bì láti ilẹ̀ òkèèrè.,Nigeria has decided to stop buying rubber from abroad.
Ààrẹ ti padà sí Nàíjíríà lẹ́yìn ìpàdé àpérò àlàáfíà lórílẹ̀ èdè e Amẹ́ríkà.,The president has returned to Nigeria after meeting the peace conference on the United States.
Ààrẹ lọ sí ìlú Èkó láti lọ ṣe ìbẹ̀wò.,The President went to Lagos to pay a visit.
Ọkọ̀ òfurufu ààrẹ balẹ̀ sí pápá òfurufú ààrẹ tẹ́lẹ̀ tẹ́lẹ̀ rí tó wà nílùú Àbújá.,The presidential plane landed at the former presidential airport in Abuja.
Onírúurú ìlù là á bá pàdé lóde àríyá.,We will meet a variety of drummers outside the party.
Ìpàdé àpérò yìí ló tún jẹ́ àkọ́kọ́ irú u rẹ̀ nílẹ̀ Adúláwọ̀.,This conference meeting is also the first of its kind in Adulalaw.
"Kékeré àdúrà kan ò sí, ta ló mọ èyi tó máa gbà?","There is no prayer, who knows what he will receive?"
Kí ni ìwọ ń fi ojoojúmọ́ ṣépè sí ná?,What do you say everyday?
Ẹ jáwọ́ lórí ẹ̀sun Ṣòwòrẹ́: Adébáyọ̀ ló sọ éyí.,Stop accusing Shorore: Adébayo said this.
Ṣé ìwọ ò mọ̀ wípé àǹjọ̀ọ̀nú burúkú ní ń bépé rìn ni?,Don't you know that bad things are going on?
Ilé-ẹjọ́ ní Bùkọ́lá le di alága àjọ tó ń mójútó oúnjẹ àti oògùn.,The court in Bukola can become the chairman of the organization that manages food and drugs.
"Fálànà, gbọ́ tìrẹ: tara ẹni là á gbọ́.","Falana, listen to yourself: it's up to you to listen."
Ìmọ́tótó borí ààrùn mọ́lẹ̀ bí ọyẹ́ ti ń borí ooru.,Cleanliness overcomes disease like a feather overcomes heat.
"Ẹjọ́ yìí kò ní ẹ̀rí láti gbe ẹ̀sùn rẹ̀ lẹ́sẹ̀ nítorí náà, ilé-ẹjọ́ da ẹjọ́ náà nú.","This case did not have evidence to support his case, so the court dismissed the case."
Ẹni tí ò bá ní káàdì ìdìbò kó lọ ṣe ìforúkọsílẹ̀ torí láì sí èyí kò sí ìdìbò.,Anyone who does not have a voting card should go and register because without this there is no voting.
Ìforúkọsílẹ̀ ń lọ lọ́wọ́ lọ́wọ́ fún ìdánwò sí ilé-ẹ̀kọ́ gíga.,Registration is ongoing for the university entrance examination.
"Láìsí káàdì ìdánimọ̀, kò sí àǹfààní láti jókòó fún ìdánwò ilé-ẹ̀kọ́ gíga.","Without an identity card, there is no chance to sit for the university exam."
Àwọn òṣìṣẹ́ lọ ṣe àyẹ̀wò lóri bí àwọn akẹ́kọ̀ọ́ ó ṣe máa lo káádì ìdánimọ̀ ọ wọn.,The staff went to check on how the students will use their identity card.
Àjọ tó ń mójú tó ìdánwò sí ilé-ẹ̀kọ́ gíga ti fèsì sí ìbéèrè tó wà lóde.,The organization that administers the examination to higher education has responded to the question that is out there.
Àwọn òṣìṣẹ́ yóò wo àṣéyọrí àti ìpèníjà àwọn akẹ́kọ̀ọ́.,Staff will look at students' successes and challenges.
Lẹ́yìn gbogbo idúnkokò Akíntọ́lá kọ̀wé àti fi iṣẹ́ sílẹ̀.,"After all the struggles, Akintola wrote and quit his job."
"Ọ̀rọ̀ tí wọ́n bá fi lọni là á fèsìí sí, ìdààmú làyọjúràn í kó bá ni","The words that are given to him today, he will be immediately troubled if he has"
Wọ́n ti lé àwọn ọlọ́kadà àti oníkẹ̀kẹ́ kúrò ní ojú òpópónà ìjọba.,They have chased away the peddlers and cyclists from the government roads.
Ọ̀kan nínú àwọn tó fẹ́ figa gbága fún ipò ààrẹ ti sọ pé òun ò ṣe mọ́.,One of those who want to compete for the position of president has said that he will not do it anymore.
Ó túbọ̀ rọ àwọn aráàlú láti bá ìjọba mìíràn fọwọ́sowọ́pọ̀,He urged the citizens to cooperate with other governments
Ẹ wá wọkọ̀ ojú-irin ọ̀fẹ́ láti Èkó lọ sí Ìbàdàn.,Come and ride the free train from Lagos to Ibadan.
È̀èmọ̀ lukutu pẹ́bẹ́! Ìyàwó lóyún tán ọ̀nà ò gbọkọ.,What a shame! A pregnant wife is on the way.
Ọkọ̀ ojú irin yìí yóò máa gbéra láti Ìju lọ sí Eko tí yóò si máa balẹ̀ sí ìlú Ìbàdàn.,This train will depart from Iju to Lagos and will land in Ibadan.
"Adarí fún ètò ìrìnnà Nàìjíríà, Rótìmí sọ̀rọ̀ yìí lásìkò ìfilọ́lẹ̀ ètò ọkọ̀ ojú irin náà.","Director of the Nigerian transport system, Rotimi said this at the launch of the train."
Adarí fún ètò ìrìnàjò ní ọkọ̀ ojú irin ọ̀fẹ́ náà yóò parí ní osù kẹta ọdún to kọjá,The director for the free train travel program will end in the third month of last year
Oríṣi ọ̀bẹ là á rí lọ́jọ́ ikú erin.,A kind of knife was saved on the day of the elephant's death.
Mò ń bọ̀ wá olorun kì í tán lógún ọdún.,I am coming to God for not more than 20 years.
Àyọjúràn kìí ṣe ìwà rere fún ọmọlúàbí.,Help is not a virtue for a decent person.
Ọ̀jọ̀gbọ́n Ọlájídé ló kéde àbájáde ètò ìdìbò náà lọ́jọ́ Àbámẹ́ta ní ìpínlẹ̀ náà .,Professor Olajide announced the results of the election on the third day in the state.
Àyìnlá jáwé olúborí pẹ̀lú àmì ayò ẹ̀rin sí ẹ̀ta.,Ainthla left the winner with a sign of joy to the others.
Gbogbo ẹ̀tọ́ àti àṣẹ ìwé yìí jẹ́ ti: ilé-iṣẹ́ Bójúrí ẹnu a dáké.,All rights and permissions of this book belong to: Bojuri company.
"Bí alẹ́ bá lẹ́, à á fi ọmọ ayò fún ayò.","If the night is late, we will give a happy child for joy."
Wọn yóò bẹ̀rẹ̀ ìyanṣẹ́lódì láìpẹ́ kí gbogbo ènìyàn ò ra oúnjẹ sílẹ̀.,They will start the mission soon so that everyone does not buy food.
Ààyè kò sí fún ẹnikẹ́ni láti ṣe ẹ̀dà ìwé yìí àfi bí ó bá gba àṣẹ òǹkọ̀wé.,No one is allowed to make a copy of this book without the author's permission.
"Ọ̀já: alárinà ìyá àti ọmọ, ìwọ to ń gbẹ́kún ọmọ ṣọmọ gẹ̀gẹ̀.","Oja: the mediator between mother and child, you are the one who weeps for the child."
Adéwálé ní ìgbésẹ̀ tí ìjọba àpapọ̀ fẹ́ gbé yìí dára púpọ̀.,Adéwale said the steps the federal government wants to take are very good.
"Apẹ̀rọ̀ níbi ọ̀rọ̀ gbé rọ̀, akígbe ogun ní ibi kólekóle","A slanderer at the place of the word hangs down, a war cryer at the place of construction"
"Ojú oró ní ń lékè omi, ọ̀ṣínbàtà ní ń tẹ́lẹ̀ odò.","Summer is going up the water, sandal is following the river."
Àìníṣẹ́ẹ́ṣe ló fà á tí àwọn géńdé ọkùnrin kùnrìn fi ń tayò lọ́sàn-án.,It is the lack of work that the men of the village are known for during the day.
"Omi ńlá tí ń ya igi ilẹ̀ tí tún ń yagi oko, àlejò ní gbogbo ilẹ̀kílẹ̀.","The big water that breaks the trees of the land and also destroys the farm, strangers in every country."
Kò sí irú ìbínú tó yẹ kí ènìyàn ó lè gba ẹ̀mí ọmọlàkejì i rẹ̀.,There is no type of anger that a person should be able to take the life of his fellow man.
Ní báyìí ìpànìyàn àti ilé sísun ń lọ lọ́wọ́ ní agbègbè Boje.,Now killing and burning houses are going on in Boje area.
"Bákan náà, a ò tíì mọ ohun tó fa ìṣẹ̀lẹ̀ burúku yìí.","Likewise, we still do not know the cause of this tragic event."
Àdó olóró dún ní ilé ìjọsìn nígbà àjọ̀dún!,A poisonous drum sounds in the house of worship during the festival!
Ọmọ orílẹ̀-èdè e Nàìjíríà gbọ́dọ̀ máa kọ́ bí wọ́n ṣe ń gbé ní ìrẹ́pọ̀ àti àlááfíà.,Nigerians must learn how to live in harmony and peace.
Ọmọ orílẹ̀ èdè e Nàìjíríà kò nífẹ̀ẹ́ sí ogun abẹ́lé.,Nigerians are not interested in civil war.
Àwọn agbófinró àti ẹ̀ṣọ́ aláàbò ti ń yanjú ìṣòro tó ń kojú ààbò ní díẹ̀ díẹ̀.,Law enforcement and security guards have been solving the security problem little by little.
